id,text,average,label
1159532611091517447,@USER these bitches want dick in they mouf,0.789077207126891,2
1159535679241629698,murder and robbery are only illegal cuz racist ass lawmakers know that it's part of black culture smh,0.7167334937900236,2
1159535842253295617,"i love hoodrat bitches, hippie bitches, and boujhetto bitches. cause iâ€™m all those bitches in one",0.7993123723349793,2
1159513577914544131,"Careful guys the liberal trolls are out in force.  All with those stupid anime Avis, (known for child pedos)  block block block",0.7481464213145744,2
1159541534796275712,@USER Stupid idiots they are not immigrants but illegal criminal invaders!,0.7674035416809539,2
1159547293210689542,@USER I'm all for calling out racist scum and dumb people but this situation ain't the racist one people want.. or dont want.. Idk.,0.7194259737656246,2
1159550480814608384,bitches be sizin shit on them ig questions ğŸ˜‚ğŸ˜‚ğŸ˜‚ğŸ˜‚ğŸ˜‚,0.7172365229101973,2
1159523827845517312,These females be sellin ass pics and shit smh &amp; whats sadder is some of u weird n#%gas is buying them ğŸ˜‚ğŸ˜‚ğŸ˜‚ğŸ˜‚,0.7113302211364262,2
1159558152246968320,Niggas on the TL really got their panties in a bunch over a damn cosplay. Black women undefeated I swear,0.7373125217810059,2
1159558630531903488,Niggas act poe and say no. They gotta get it somehow ğŸ˜‚ thatâ€™s a quic come up.Females be down bad too instead of asking for money the go make premium Snapchat and shit ğŸ¤£ğŸ¤£ğŸ¤£,0.715890935556639,2
1159562724034129920,Somebody get me out of the Midwest. These racist white settlers are disgusting.,0.7073792227460516,2
1159572979140816896,@USER @USER Hahaha even the other racists are like shut up kkk.,0.7450304463252375,2
1159573484743405587,Why the fuck we debating dates like yâ€™all niggas be getting bitches anyway ğŸ˜­,0.7147651771660206,2
1159575428316770306,what if these bitches hit a nigga up just to get they mind off another one,0.7229085844125677,2
1159586283632508928,"bitches be ramming their toes into bathroom doors and brushing them to hell. thatâ€™s me, iâ€™m bitches",0.7019764565474876,2
1159589668352122881,"@USER lol censorship, hypocrites, people who do worst than the shiznet they're crying out against",0.7349802586834218,2
1159593573186248706,I swear these bitches are abusing their animals for attention ğŸ™„,0.7850062079372695,2
1159600149892481024,@USER Interesting... just shows how sick liberals are! So selfish and could careless if people loose their jobs! Disgusting!,0.7376655555582797,2
1159603741164630016,remove those negative emotions from yourself. those bitches are just jealous that positive emotions are much better than them,0.733169291235386,2
1159609188995104768,"Black people are like, this is racist and white people write a four page essay to tell them how it's not racist haha your fucking racist",0.7369321661039936,2
1159609821286543368,i love kpop so much but... the fucking stans... they just ruin everything,0.7230564597595552,2
1159625483664994305,@USER Lmfao that too ...most of these niggas is nasty,0.7091686251111272,2
1066895994120519680,who taught these niggas how to tackle,0.7324733319048053,2
1159634341778956288,Rowdy old people are literally the fucking tits ğŸ¤˜ğŸ¼â¤ï¸,0.7025732796032991,2
1159649319739363328,Lot of females in this city get killed for running them mouth thinking cuz they females niggas want put that bitch on them,0.8036534960296798,2
1159649638271639554,@USER Bad ass white kids probably did the shit itâ€™s sad they do it all the time,0.7153747487644314,2
1159650426914054146,@USER Ummm Joe... There are poor white people in this country.  RACIST Idiot.,0.7354775843968471,2
1159656064226340864,This why these girls act the way they do now lol you niggas are mad weird bru ğŸ˜‚,0.7586513429087782,2
1159440876256583681,"Good morning to everyone except white supremacists, they can all fuck off into the sun x infinity.",0.783203366134879,2
1159598188426215431,Niggas got all these resources and choose to not use them lol,0.7704206696533389,2
1159668890152165376,Women that say cock instead of dick gross me out lol save that shit for the white boys shordy,0.7154655501487838,2
1159674662361714689,@USER it doesnt ğŸ˜­ them the weirdest bitches ever do anything in their power to sabotage some shit they wish they had,0.7187509016095264,2
1159676109144973313,Women really be trying that psychology shit on men 90% of the time.,0.707745373824848,2
1159678889376935937,"Room full of straight white men, i can handle. They aint shit.  Room full of straight latin men... boy im tryin just to make till tomorrow ğŸ˜¬",0.7351536588275818,2
1159680013823647744,that gangster rap west coast bullshit sounds all the same and all dem niggas lames,0.7203574182977195,2
1159673276295069696,pretty people saying they are ugly like wtf MOVE go look in the mirror u lying beautiful bitches,0.7125216758628636,2
1159688310270435330,Told people Nicki on fw bitches that write they shit. Real bitches only.,0.7462974713896029,2
1160706471048470529,bitches be mad they arenâ€™t original thatâ€™s crazy lmfaoooooo,0.7537408759389311,2
1160726505066061825,@USER Women date broke ass niggas all the time.....,0.7615765343039964,2
1160732179577675777,Wassup wit all the old rap bitches becoming badd bitches at 50 lol,0.7514370185199524,2
1160735535372967936,"@USER @USER Dems are fucking insane, they get worse by the day",0.734482281056178,2
1160735958804893697,Oh them â€œboujieeâ€ ones are the worst . ğŸ˜‚ğŸ™‚I hate friendly niggas,0.7513894287448629,2
1160736348741033985,"These bitches loosing their fucking mind behind these niggas. ğŸ¥´So boom , she finally hmu with all these paragraphs abt the girl &amp; tay ğŸ’€ Iâ€™m like ohhhhh BET â€¼ï¸",0.737993775493049,2
1160737561540726784,"Another side note: wakeboarding is for white people, i shouldâ€™ve known better than to try that shit",0.7123583373635045,2
1160745182079475712,The white kids and black kids are making fun of their rich ass parents and itâ€™s funny #DearWhitePeople,0.7557745882331989,2
1160747871471378437,"Niggas wanna cock-block Niggas straight squares like hopscotch Yeah, it's too late",0.7085594891078062,2
1160754522924433408,Too many niggas tweeting about shit they not about.,0.7266733541227939,2
1160622462968766465,all these la bitches donâ€™t wanna be cheated on but all these la bitches want cheat,0.7534297108484982,2
1160771954242048000,"All these niggas would tell, let them hear 100 years and watch what happen@TiNaBlow lmaooo all these lying ass niggas gon say no, watch",0.7843434756862504,2
1160779651796668416,I like bad bitches not no trash bitches,0.7134596411658872,2
1160740787489054720,Bitches act like you supposed to be scared of them cause they dirty and ghettoğŸ˜‚ğŸ™,0.7002588358071199,2
1160715412973113344,All men are trash. *all* of them,0.7377120939317696,2
1160785644882239488,real ones tho not those big ass group of fake bitches ğŸ˜”I want a big group of girl friends ğŸ˜”ğŸ˜”,0.7592105475489146,2
1160794808488800256,Only fools and dead men don't change their minds.  Fools won't! Dead men can't! ğŸ’™ğŸ’™ğŸ’™,0.7894027156856148,2
1160819521860636672,might face tat some acne to relate to these bitches,0.7082887404579656,2
1160820738426720256,white women use their pussy power exclusively for evil and im getting tired of it,0.801531268137881,2
1160856930845437952,Bitches all about the show and people fall for it.. you cant see its all a fucking act?,0.72841405584785,2
1160857229421154304,"i found out some of these mfs haters , I can't fuck with them nomore .. âœŒğŸ½",0.7237106648521334,2
1160613557408534529,White people are legit fucking crazy idc whatâ€™s the gene man,0.7327743940877265,2
1160877277938364417,"@USER It's not that we ""don't understand"" liberals, it's that we know liberal politicians are (mostly) full of shit.",0.7700531739230141,2
1160804741066047488,"Thereâ€™s 2 types of niggas in this world, niggas w girls and niggas that fuck niggas girls.",0.8092247476737573,2
1160888552772820994,"Mfers wanna be niggas so bad but act like what they are, BITCHES ğŸ¤£ğŸ¤£ğŸ¤£",0.7784444988887247,2
1160907455670280192,Iâ€™m convinced these bad bitches keep ugly hoes as friends to look even badder,0.749994057008798,2
1160882662015475712,@USER Sick and disgusting! These men are should be put down and the same done to them!,0.7601765929019569,2
1160906870896435200,We laugh ğŸ˜† at u niggaz and fuck all yâ€™all bitches we donâ€™t know how to behave ğŸ’¯,0.7463833719983952,2
1160914703301799936,I got these 40yo white dudes cussing on Twitter they really hurt tryna defend this bitch playin in the street ğŸ˜‚ğŸ¤·ğŸ»â€â™‚ï¸ğŸ˜­,0.7380526437757056,2
1160914774852538368,@USER Lol these bitches dooooooooand they donâ€™t even be getting in free or NATHING ğŸ¤£,0.7678437155258359,2
1161073407305424898,"Fuck it, where the white bitches at?ğŸ˜­",0.7109616907726847,2
1161076654220959745,Niggas love playing both sides of the fence and they wonder why they always get left. Grow a fucking spine,0.7381799019241388,2
1161078826425884672,Time for real niggas and fake bitches to separate âœŒğŸ½,0.7573515410858138,2
1161079136867278848,All these migets have huge asses and abs,0.7655283145358871,2
1161079506444140544,Niggas only fuck with black girls if they body banginIâ€™ve seen some of you niggas that â€œdonâ€™t like black girlsâ€ in my dms. Sooooo ğŸ¥´,0.7739141767616236,2
1161088792662544385,These 20 somethings have been ghetto as hell ğŸ˜­,0.7028649944625871,2
1161091799819194368,the way some of her fans who not even black about to use that shit to drag and trash black women.... whew,0.7681891329674768,2
1161101199019520000,Niggas in they 20s still lying about who they fucked ? ğŸ¤£ğŸ¤£,0.7123765156426753,2
1161105549242580992,Bitches be like â€œcuteeeeâ€ under these fat hoes pics cus dats they ride to da club,0.7302059880302859,2
1161121134265454592,@USER Maybe Iâ€™ll have to drop some great lyrics on these fuck niggas soon ğŸ‘€ğŸ˜‚ğŸ˜‚,0.7066776619872426,2
1161123185502367744,@USER ğŸ˜‚ğŸ˜‚ bitches lie more than we do when they tryna fuck u hate to see it,0.7380881746521845,2
1161125433791930368,Niggas only love the bitches on the internet with they ass &amp; shit out ğŸ˜­,0.7572983280581503,2
1161130078178336768,"The guys who never get bitches are always rude, sad, and thirsty as fuck.",0.7061206991476988,2
878004855041863681,"Black women mean, white women pussy stank. Everyone got their flaws it's all bout what u wanna deal with",0.8062103619713372,2
1160986303242129408,I hate bitches who are mean for no fucking reason. Itâ€™s so ugly,0.7071628914324479,2
1161134385032257536,Bitches Will Have Raw Sex With Every Nigga They Come In Contact With,0.7434357407532712,2
1161145012958244869,Fuck all these gun toting hip gangster wanna bes fuck all these junkies and fuck youur short term memory,0.7054092462714998,2
1161056105377611778,Lol some homeless guy just walked past me and said â€œfucking whore all women are whores and fucking evilâ€ ummm thatâ€™s racist ...,0.7595250822899849,2
1161152759996903424,I just want somebody that wants me as bad as white people wanna say nigga  ğŸ˜‚ğŸ’€ğŸ’€ğŸ’€,0.7163804893147179,2
1161156051879833601,I fucking cant stand these niggas in the group chat ğŸ¤¦ğŸ½â€â™‚ï¸ğŸ¤¦ğŸ½â€â™‚ï¸ğŸ˜‚ğŸ˜‚ğŸ˜‚ğŸ˜‚,0.7806857709271275,2
1160814482983026688,Hate bitches that are all talk,0.7971684776905056,2
1161162804985880576,@USER these people who keep saying chan racist are the actual racist.,0.7221479611084929,2
1161007985679671297,Women really outchea thinking just cause they got a fat ass we finna put up with their bullshit and they are absolutely correct. #realife,0.7346770573464152,2
1161167318149468160,@USER @USER @USER These democrats are idiots ( the elderly people are smart ),0.7658070187646007,2
1161174915661389824,Yo these niggas will really pressure you into having sex with them,0.7259513311799166,2
1161211545675862017,@USER If all these people are mentally insane why not section all of them for their own safety,0.7544619898971852,2
1161213283304726528,@USER These are cowardly stupid assholes and not humansğŸ˜¡ğŸ¤¬,0.7470675169190144,2
1161215904836771840,@USER @USER exactly istg some of these bitches hella dumb and just need a reason to start some bullshit,0.7470907955330246,2
1161215930350878720,@USER Of course..these people are sick,0.7166864466658587,2
1161222813308596225,Iâ€™m done with all these childish hoes these bitches never grow up,0.7602377296457062,2
1161232325411135488,Omg when I say I hate white people the laid ease are excluded  It's the disgusting males that don't deserve rights,0.7658875174063455,2
1161243210225553408,"Im sick of niggas lying, I'm sick of bitches hawking, matter of fact, I'm sick of talkin *BANG*",0.7593259346847591,2
1161247549551992838,Especially the ones w/ the pointy nose. I hate them bitches w/ a passion dawgThem fake foreign bitches be so trash ğŸ¤® niggas be swearing they cold too,0.7399836021122785,2
1162174673309851649,Bitches be fat as fuck and still think they fine... It's me...I'm bitches,0.7475708606426191,2
1162182370247827456,Women who abuse men are just as shitty as men who abuse women,0.8068647563210183,2
1162452037164032001,All These Niggas Bitches In The Chat #stopplayingğŸ–ğŸ½ğŸ›‘,0.8303001144924873,2
1162461113767911425,Some teenagers these days are fucking vile absolutely no words for some of the shit they do &amp; say. Actually sick to my stomach,0.7053598524682061,2
1162461818759065600,"niggas really be acting like a bunch of bitches  ğŸ™„ gossip like bitches , nag &amp; complain like bitches ... stfu",0.7635293756514403,2
1162472871500886016,yâ€™all ğŸ˜­ these bitches be blowing me,0.7136962044061426,2
859133620446953472,Would ya look at that! Not a single good thing about men from all the signs because ğŸ—£MEN ARE FUCKING TRASH.,0.7148066525484718,2
1162475911272382465,@USER Lol they pass white men to ask me to work for them bitch good fucking byeeeeeeee,0.7917076629127479,2
1162483298268057601,people like ike be minding their business..grown ass hungry set of men quarreling Ontop alcohol.. #BBNaija,0.7086817513428665,2
1162483704494788608,we be taking advantage of dumb bitches,0.740771709989299,2
1162487869417644034,"@USER Kids all over the show doing this, fucking idiots, deserve all they get.",0.7257554715220712,2
1162491086536921100,"Women like women more than they like men. Ok, we get it. Go get yourselves a lesbian girlfriend or shut the fuck up about it already.",0.7264107806061195,2
1162409939823935488,African niggas have all that JuJu but can't use it to kill their corrupt leaders I'm fucking crying   Niggas got the trial version of Juj,0.7508765137232067,2
1162492562839625728,@USER All the freaky ass niggas voted 7 ğŸ˜‚,0.7117199119149824,2
1162497784936747008,bitches are sensitive and get hurt easily over nothing. it's me im bitches,0.7225203792271191,2
1162071727263932416,Black Ice air fresheners for niggas that wear black Air Forces and gotta open their door from the outside,0.7166884140418939,2
1162524795910676480,And some of these niggas is both ğŸ˜Œ,0.7513331781253385,2
1162531935069102080,@USER I'm sick of the double standards. These bitches self diagnose themselves like anxiety and depression are personality traits,0.7008833015891527,2
1160571185652011017,Im out the mix cause babeeeeeePalm Bay/Mel too smallğŸ˜‚ all these hoes hunching on the same pplğŸ¤’ sick asses,0.7614898096578231,2
1160575375950438401,@USER White men stay doing the most suspect shit,0.781676142005265,2
1160576105780338688,How do I keep myself from feeling angry/bothered/annoyed by the shit that white people do?,0.7327304246893668,2
1160274115581886464,Bitches act like you supposed to be scared of them cause they dirty and ghetto ğŸ˜‚,0.7065493199971071,2
1160631449869049857,"These hashtags are so dumb, full of attention seeking lefties #LGBTQbaes",0.7332327646974349,2
1160637746525773825,"@USER Republicans claim to not care about celebrities' opinions , yet they do this shit",0.7021439181843617,2
1160638550519402496,Told you I ainâ€™t like them other niggas &amp; all them other niggas average,0.7177400351671201,2
1160639410490134529,@USER I guess itâ€™s the new norm to treat white people and especially men like shit. #metoo assholes.,0.7388387331879991,2
1158388980716572677,"This #BlackBred shit is the main reason I donâ€™t fuck with white girls, yâ€™all fetishize Black men and mixed children",0.7394916532332589,2
1160674420119224324,"@USER ""Better watch out smacking on them white bitches homie .... They threw me in jail for that same shit!""",0.7758100505741025,2
1160675510722187264,Yall kill all the real niggas and let these fuck boys live.,0.7952951332346159,2
1160678312441720832,@USER @USER Yeah no shit. I can find drunk black girls who hate white people. Why do we let these idiots even get air time?,0.8152515071368389,2
1160679898920443905,They think them the ones that don't cheat sisY pretty girls b fckn w/ these ugly ass niggas like butt ugly !!!,0.7078408377678637,2
1160681275151142912,I really hate that you bitches are taking advantage of these poor cucumbers ğŸ˜­,0.738511371896738,2
1157173702678798336,"Bitches changed, they act like I aint notice, gettin money nigga thats my main focus, 223â€™s they act like they dont notive",0.7237819632909631,2
1160687933957050369,I hate how much women hate their natural selves...and I hate even more they think the look better with all that fake shit on they face,0.7311059595223415,2
1160699233114230785,Some of the worst men teach their sons that women ainâ€™t shitğŸ¤¦ğŸ½â€â™€ï¸,0.701042057202307,2
1159938178754629633,Bitches will pour their heart out to you while the whole time they fucking other niggas and telling them the same thing,0.7543004196096479,2
1160707730614734848,All these niggas and I only wanna hear from mine ğŸ˜©ğŸ˜©,0.7623043310537191,2
1160710399194365952,imagine them being in a ship and haunting all these white peoples asses... yeah i want a slow m**der song from RV,0.7354310625918418,2
1160713947273728000,Why I keep seeing how crazy Hispanic women are? They really insane like y'all say?,0.8022394631301886,2
